7.907090999999999781e+01,7.886960999999999444e+01,7.888098999999999705e+01,7.942414999999999736e+01,8.064727000000000601e+01,8.062445999999999913e+01,7.976601999999999748e+01,7.914686999999999273e+01,7.899115000000000464e+01,7.921142999999999290e+01,7.944693000000000893e+01
7.877460999999999558e+01,7.918104999999999905e+01,7.975840999999999781e+01,8.062445999999999913e+01,8.004330999999999108e+01,7.971663999999999817e+01,7.871383000000000152e+01,7.958745999999999299e+01,7.842897999999999570e+01,7.899872000000000583e+01,7.951525999999999783e+01
7.975840999999999781e+01,7.958747999999999934e+01,7.972803999999999292e+01,7.992936000000000263e+01,8.043076000000000647e+01,8.033956999999999482e+01,7.942795999999999879e+01,7.878603999999999985e+01,7.880499999999999261e+01,7.728184000000000253e+01,7.915064999999999884e+01
7.974699999999999989e+01,7.929120999999999242e+01,7.958371999999999957e+01,7.864545999999999992e+01,7.975083999999999662e+01,7.959130999999999290e+01,7.919245999999999697e+01,7.852392999999999290e+01,7.923802999999999486e+01,7.990659000000000844e+01,7.829979000000000156e+01
7.939757000000000176e+01,7.850871999999999673e+01,7.920765000000000100e+01,7.835678000000000054e+01,7.824667999999999779e+01,7.931022000000000105e+01,7.960268000000000654e+01,7.842516000000000531e+01,7.955329999999999302e+01,7.907849000000000217e+01,7.823526999999999987e+01
7.876700000000001012e+01,7.792755999999999972e+01,7.949630000000000507e+01,7.880119000000000540e+01,7.920004000000000133e+01,8.033961000000000752e+01,7.896076999999999657e+01,7.886959000000000231e+01,7.931401000000001034e+01,7.928360999999999592e+01,7.946976000000000795e+01
7.827700000000000102e+01,7.795794000000000779e+01,7.925701000000000818e+01,7.968242999999999654e+01,7.935578999999999894e+01,8.003951000000000704e+01,7.972043999999999642e+01,7.918484000000000833e+01,7.802630999999999517e+01,7.835675999999999419e+01,8.010029000000000110e+01
7.919244000000000483e+01,7.887336999999999421e+01,7.879359999999999786e+01,7.955330999999999619e+01,7.926462999999999681e+01,7.950772000000000617e+01,7.912787000000000148e+01,7.938235000000000241e+01,7.952670999999999424e+01,7.855432000000000414e+01,8.087517000000001133e+01
7.901393000000000200e+01,7.886196999999999946e+01,7.975082000000000448e+01,7.899492999999999654e+01,7.923798999999999637e+01,7.881638999999999839e+01,7.964067000000000007e+01,7.975843000000000416e+01,8.062064999999999770e+01,7.889620000000000744e+01,8.023702000000000112e+01
7.891138000000000829e+01,7.856573000000000206e+01,7.872902000000000555e+01,7.823521999999999821e+01,7.875943999999999789e+01,7.875560000000000116e+01,7.884293999999999869e+01,7.980780000000000030e+01,8.008511000000000024e+01,7.924563000000000557e+01,8.003191999999999950e+01
7.850494000000000483e+01,7.803772999999999627e+01,7.948490999999999929e+01,7.875182000000000926e+01,7.789336000000000126e+01,7.837196999999999036e+01,7.924942000000000064e+01,7.836820000000000164e+01,7.898731000000000790e+01,7.965205000000000268e+01,7.987619000000000824e+01
