8.238300999999999874e+01,8.266792999999999836e+01,8.135745000000000005e+01,8.187784000000000617e+01,8.166132000000000346e+01,8.109537000000000262e+01,8.163477000000000317e+01,8.209435000000000571e+01,8.168032999999999788e+01,8.131188000000000216e+01,8.134985000000000355e+01,8.194245000000000800e+01,8.196524999999999750e+01,8.072692000000000689e+01,8.060536999999999352e+01,8.035466000000000975e+01,8.049142999999999404e+01,7.948868999999999119e+01,7.971273999999999660e+01
8.229946999999999946e+01,8.158917999999999893e+01,8.086365000000000691e+01,8.149040999999999713e+01,8.117517000000000849e+01,8.190443999999999392e+01,8.207156999999999414e+01,8.157019999999999982e+01,8.255773999999999546e+01,8.170313000000000159e+01,8.206399000000000399e+01,8.126254000000000133e+01,8.096242000000000871e+01,8.098899000000000115e+01,8.086365000000000691e+01,8.070792999999999040e+01,8.059779000000000337e+01,7.969756999999999891e+01,7.934427999999999770e+01
8.198803999999999803e+01,8.075731000000000392e+01,8.110299000000000547e+01,8.282747999999999422e+01,8.221970000000000312e+01,8.201457999999999515e+01,8.183226000000000511e+01,8.178289000000000897e+01,8.218552999999999997e+01,8.215514999999999191e+01,8.261096000000000572e+01,8.138026999999999589e+01,8.081808999999999799e+01,8.043442000000000291e+01,8.110293999999998960e+01,8.083330999999999733e+01,8.050279000000000451e+01,8.050281999999999982e+01,8.002421999999999969e+01
8.202599999999999625e+01,8.119034000000000617e+01,8.063952999999999349e+01,8.275151999999999930e+01,8.174111000000000615e+01,8.197660999999999376e+01,8.199557000000000073e+01,8.243999000000000876e+01,8.238302000000000191e+01,8.240961000000000070e+01,8.210580999999999108e+01,8.330986000000000047e+01,8.188924000000000092e+01,8.191962999999999795e+01,8.070410000000001105e+01,8.069275999999999271e+01,8.097381000000000029e+01,8.071169999999999334e+01,8.060536000000000456e+01
8.214752000000000010e+01,8.183607999999999549e+01,8.166514999999999702e+01,8.158917999999999893e+01,8.153596000000000288e+01,8.242860999999999194e+01,8.340860999999999592e+01,8.291102999999999668e+01,8.275530000000000541e+01,8.210193999999999903e+01,8.194622999999999990e+01,8.254635999999999285e+01,8.218931000000000608e+01,8.163094999999999857e+01,8.214369999999999550e+01,8.176008000000000209e+01,8.162715000000000032e+01,8.116375000000000739e+01,8.106498999999999455e+01
8.226151000000000124e+01,8.203356999999999744e+01,8.215510999999999342e+01,8.189298000000000854e+01,8.177151000000000636e+01,8.225390000000000157e+01,8.314652999999999849e+01,8.229189000000000931e+01,8.269453000000000031e+01,8.220067999999999131e+01,8.229948999999999160e+01,8.329469999999999175e+01,8.317690000000000339e+01,8.239064000000000476e+01,8.200697000000000969e+01,8.240585000000000093e+01,8.152840000000000487e+01,8.152082000000000050e+01,8.124354999999999905e+01
8.170690999999999349e+01,8.226151000000000124e+01,8.309335999999998990e+01,8.200701999999999714e+01,8.175247000000000241e+01,8.203736999999999568e+01,8.194622999999999990e+01,8.162336000000000524e+01,8.221593000000000018e+01,8.230324000000000240e+01,8.127387999999999124e+01,8.286164999999999736e+01,8.334027000000000385e+01,8.376945000000000618e+01,8.324531000000000347e+01,8.208295999999999992e+01,8.150178999999999974e+01,8.252357000000000653e+01,8.195381999999999323e+01
8.195381999999999323e+01,8.228808999999999685e+01,8.238683999999999230e+01,8.153596999999999184e+01,8.173349000000000331e+01,8.167654000000000281e+01,8.193482000000000198e+01,8.092822999999999922e+01,8.188163000000000125e+01,8.235645999999999844e+01,8.304016000000000020e+01,8.311616000000000781e+01,8.270213999999999999e+01,8.378088999999999942e+01,8.311615000000000464e+01,8.297181000000000495e+01,8.285026999999999475e+01,8.198798000000000741e+01,8.228425000000000011e+01
8.175633999999999446e+01,8.242105000000000814e+01,8.207916000000000167e+01,8.261096000000000572e+01,8.166893000000000313e+01,8.176009999999999422e+01,8.183986000000000161e+01,8.232227000000000317e+01,8.176772000000001128e+01,8.113333000000000084e+01,8.227669000000000210e+01,8.354155000000000086e+01,8.340861999999999910e+01,8.320727000000000828e+01,8.302876000000000545e+01,8.142584999999999695e+01,8.347320000000000562e+01,8.304397000000000162e+01,8.148662999999999101e+01
8.178289000000000897e+01,8.150942999999999472e+01,8.201460000000000150e+01,8.289964000000000510e+01,8.185885000000000389e+01,8.204117999999999711e+01,8.262237000000000364e+01,8.286543999999999244e+01,8.282746000000000208e+01,8.331746000000001118e+01,8.420629999999999882e+01,8.371253000000000100e+01,8.289963000000000193e+01,8.315793000000000745e+01,8.376185999999999865e+01,8.266411999999999694e+01,8.132706000000000301e+01,8.195761000000000251e+01,8.191209000000000628e+01
