0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.130352999999999497e+01,7.139086999999999250e+01,7.308496999999999844e+01,7.401563000000000159e+01,7.435370000000000346e+01,7.652263000000000659e+01,7.522356000000000620e+01,7.299381999999999948e+01,7.158078999999999326e+01,7.216955000000000098e+01,7.025512000000000512e+01,6.870157999999999276e+01,6.873955000000000837e+01,6.981830999999999676e+01,7.059698000000000206e+01,7.269754000000000360e+01,7.387888999999999839e+01,7.401184000000000651e+01,7.489309000000000083e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.105657999999999674e+01,7.039945000000000164e+01,7.054003000000000156e+01,7.123516999999999655e+01,7.308502000000000010e+01,7.432712999999999681e+01,7.429295000000000471e+01,7.536409999999999343e+01,7.213918999999999926e+01,7.153903999999999996e+01,7.144787999999999784e+01,7.009941999999999496e+01,7.037671000000000276e+01,7.324452999999999747e+01,7.593389999999999418e+01,7.530333999999999151e+01,7.512860999999999478e+01,7.551982999999999890e+01,7.523494999999999777e+01,0.000000000000000000e+00
0.000000000000000000e+00,7.041464999999999463e+01,6.939291000000000054e+01,7.056283999999999423e+01,6.919919000000000153e+01,6.804824999999999591e+01,7.028553000000000850e+01,7.106803999999999633e+01,7.037671999999999173e+01,6.991711000000000809e+01,6.979176999999999964e+01,6.825338999999999601e+01,6.880796999999999741e+01,6.889531999999999812e+01,6.901306999999999903e+01,7.046029999999998950e+01,7.230258999999999503e+01,7.417900000000000205e+01,7.650744000000000256e+01,7.672773999999999717e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.865216999999999814e+01,6.807482000000000255e+01,7.012603000000000009e+01,6.767221999999999582e+01,6.747468999999999539e+01,6.931695999999999458e+01,6.910801999999999623e+01,7.048309000000000424e+01,7.105667000000001110e+01,6.927517999999999176e+01,6.679478000000000293e+01,6.522978999999999417e+01,6.679858000000000118e+01,6.853065999999999747e+01,7.124281000000000574e+01,7.185434000000000765e+01,7.370801999999999055e+01,7.334333000000000879e+01,7.389786999999999750e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.574631999999999721e+01,6.571598000000000184e+01,6.739873000000000047e+01,6.811281999999999925e+01,7.051349999999999341e+01,7.220760999999998830e+01,7.077937000000000012e+01,7.080980000000000985e+01,7.006907999999999959e+01,7.024380999999999631e+01,6.994375999999999749e+01,6.866743999999999915e+01,6.867504999999999882e+01,6.872061999999999671e+01,6.909667999999999211e+01,7.284197999999999240e+01,7.332053999999999405e+01,7.088568999999999676e+01,6.865597999999999956e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.383950000000000813e+01,6.277215000000000344e+01,6.640349999999999397e+01,6.941192999999999813e+01,7.145928999999999576e+01,7.272800999999999760e+01,7.268241999999999337e+01,7.133776999999999191e+01,7.044512999999999181e+01,6.990574999999999761e+01,7.054767999999999972e+01,6.975001999999999214e+01,6.888396999999999082e+01,6.847370000000000800e+01,7.025518999999999892e+01,7.091610000000000014e+01,6.920297000000000764e+01,6.807860999999999763e+01,6.730749999999999034e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.026510999999999996e+01,6.131732000000000227e+01,6.619836000000000809e+01,6.971958000000000766e+01,7.187331000000000358e+01,7.313448999999999955e+01,7.252671999999999741e+01,7.227984000000000719e+01,7.218486000000000047e+01,7.246596999999999866e+01,7.397392999999999574e+01,7.196833999999999776e+01,6.906251000000000317e+01,6.750892000000000337e+01,7.011083999999999605e+01,7.033494000000000312e+01,6.678716000000000008e+01,6.538550000000000750e+01,6.458020000000000493e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.181489999999999441e+01,6.358503999999999223e+01,6.661621999999999844e+01,7.158084999999999809e+01,7.253808999999999685e+01,7.384859000000000151e+01,7.337757000000000573e+01,7.310406000000000404e+01,7.196456000000000586e+01,7.261786000000000740e+01,7.227982000000000085e+01,7.189616999999999791e+01,6.820023000000000479e+01,6.883839999999999293e+01,6.960568999999999562e+01,6.797606999999999289e+01,6.604267000000000110e+01,6.599326000000000647e+01,6.576914999999999623e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.108941000000000088e+01,6.311399000000000115e+01,6.899408000000001095e+01,7.069203000000000259e+01,7.129219000000000506e+01,7.350673000000000457e+01,7.379160999999999149e+01,7.231020000000000891e+01,7.148214000000000112e+01,6.937398000000000309e+01,6.910809000000000424e+01,6.970064999999999600e+01,6.931696999999999775e+01,7.029319999999999879e+01,6.867504999999999882e+01,6.781278999999999257e+01,6.669980999999999938e+01,6.582612999999999204e+01,6.563998999999999739e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.042085999999999757e+01,6.385851999999999862e+01,6.759244000000001051e+01,6.996649999999999636e+01,7.346111000000000502e+01,7.269768000000000541e+01,7.342314000000000362e+01,7.149352000000000373e+01,6.803692999999999813e+01,6.869025999999999499e+01,6.721260999999999797e+01,6.720882999999999186e+01,6.715187000000000239e+01,7.016405999999999210e+01,7.001586999999999250e+01,6.930938000000000443e+01,6.790010000000000900e+01,6.741006000000000142e+01,6.693527000000000271e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.055759999999999366e+01,6.447768000000000654e+01,6.672257999999999356e+01,7.066163000000000238e+01,7.289512999999999465e+01,7.193034999999999002e+01,7.113648000000000593e+01,7.151632999999999640e+01,6.706452000000000169e+01,6.728481999999999630e+01,6.730380999999999858e+01,6.762287000000000603e+01,6.755067999999999984e+01,6.649092000000000269e+01,6.844714999999999350e+01,6.829138000000000375e+01,6.873955000000000837e+01,6.946128000000000213e+01,6.817736000000000729e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.152624999999999744e+01,6.579193999999999676e+01,6.843949999999999534e+01,7.067301000000000499e+01,7.064264000000000010e+01,7.020201000000000136e+01,7.125423000000000684e+01,6.921824000000000865e+01,6.680622999999999934e+01,6.643392000000000053e+01,6.633140000000000214e+01,6.772164999999999679e+01,6.693917000000000428e+01,6.760385999999999740e+01,6.729999999999999716e+01,6.913083999999999207e+01,6.868639000000000294e+01,6.727335999999999672e+01,6.714039999999999964e+01,0.000000000000000000e+00
0.000000000000000000e+00,6.369133000000000777e+01,6.685931000000000779e+01,6.921818000000000382e+01,6.991330999999999563e+01,6.870919999999999561e+01,6.801789999999999736e+01,6.752410999999999319e+01,6.926382999999999868e+01,6.624782000000000437e+01,6.650612000000000990e+01,6.674541999999999575e+01,6.735317999999999472e+01,6.763047000000000253e+01,6.900553000000000736e+01,6.880796999999999741e+01,7.025896999999999082e+01,6.922579000000000349e+01,6.706062000000000012e+01,6.593249000000000137e+01,0.000000000000000000e+00
