1.753866999999999905e+02,1.752119000000000142e+02,1.662471000000000174e+02,1.571454999999999984e+02,1.490429000000000030e+02,1.455406999999999869e+02,1.499964000000000226e+02,1.543344999999999914e+02,1.548662999999999954e+02,1.554171000000000049e+02,1.533735000000000070e+02
1.744864000000000033e+02,1.755274000000000001e+02,1.684276000000000124e+02,1.579471999999999809e+02,1.500383000000000209e+02,1.459471000000000060e+02,1.466726999999999919e+02,1.495635000000000048e+02,1.516527999999999849e+02,1.525758000000000152e+02,1.510980999999999881e+02
1.762680000000000007e+02,1.788170000000000073e+02,1.725758000000000152e+02,1.606519000000000119e+02,1.511058999999999912e+02,1.460499000000000080e+02,1.450127999999999986e+02,1.469424999999999955e+02,1.495370000000000061e+02,1.531533000000000015e+02,1.549500000000000171e+02
1.793790999999999940e+02,1.799223999999999819e+02,1.750755000000000052e+02,1.648875000000000171e+02,1.540651000000000010e+02,1.465095000000000027e+02,1.432085000000000150e+02,1.428209999999999980e+02,1.472729999999999961e+02,1.516033999999999935e+02,1.560553999999999917e+02
1.790219999999999914e+02,1.803631000000000029e+02,1.768644999999999925e+02,1.672427000000000135e+02,1.587070999999999970e+02,1.512008999999999901e+02,1.437061999999999955e+02,1.414042000000000030e+02,1.431400999999999897e+02,1.483404000000000167e+02,1.514019999999999868e+02
1.781901000000000010e+02,1.800970999999999833e+02,1.787031000000000063e+02,1.687316999999999894e+02,1.591932999999999936e+02,1.525343000000000018e+02,1.455218999999999880e+02,1.413508999999999958e+02,1.408001000000000147e+02,1.469538000000000011e+02,1.512538999999999874e+02
1.805641999999999996e+02,1.803668000000000120e+02,1.795387999999999806e+02,1.707450000000000045e+02,1.604583000000000084e+02,1.529522000000000048e+02,1.469085000000000036e+02,1.433491000000000213e+02,1.405455000000000041e+02,1.465739999999999839e+02,1.535064999999999884e+02
1.806021999999999821e+02,1.795729000000000042e+02,1.798730999999999938e+02,1.733091000000000008e+02,1.644809999999999945e+02,1.589501999999999953e+02,1.533168000000000006e+02,1.465360999999999763e+02,1.412786999999999864e+02,1.459661000000000115e+02,1.527010999999999967e+02
1.750334000000000003e+02,1.774419000000000040e+02,1.787258999999999958e+02,1.753679999999999950e+02,1.706310000000000002e+02,1.641200000000000045e+02,1.550564999999999998e+02,1.480327000000000055e+02,1.420688000000000102e+02,1.446329000000000065e+02,1.501711999999999989e+02
1.742774000000000001e+02,1.761997000000000071e+02,1.790828999999999951e+02,1.783992000000000075e+02,1.734456999999999880e+02,1.639148000000000138e+02,1.528911999999999978e+02,1.459699999999999989e+02,1.430298000000000229e+02,1.429538000000000011e+02,1.488075000000000045e+02
1.758842999999999961e+02,1.768833999999999946e+02,1.798615999999999815e+02,1.813695999999999913e+02,1.762870000000000061e+02,1.645871999999999957e+02,1.526365000000000123e+02,1.453203000000000031e+02,1.416356999999999857e+02,1.432881000000000142e+02,1.494798999999999864e+02
