8.800197000000000003e+01,5.743547000000000224e+01,6.877398999999999774e+01,1.712587999999999866e+01,1.216883999999999943e+01,1.537097999999999942e+01,2.157770999999999972e+01,7.408432000000000528e+01,7.713067999999999813e+01,7.322585000000000832e+01,4.784049999999999869e+01,2.440760000000000218e+01,1.682580000000000098e+01
1.020221999999999980e+02,3.685909000000000191e+01,9.629030000000000200e+01,1.586859000000000108e+01,1.410228999999999822e+01,1.540137999999999963e+01,1.845536999999999850e+01,4.508661000000000030e+01,6.407147000000000503e+01,5.381553999999999860e+01,5.402826999999999202e+01,1.986460999999999899e+01,1.759690000000000154e+01
4.160336999999999819e+01,7.340058000000000504e+01,3.856081999999999965e+01,1.749054999999999893e+01,1.870228000000000179e+01,1.512408999999999892e+01,6.613790000000000191e+01,8.109640000000000271e+01,2.310472999999999999e+01,3.228569999999999851e+01,3.884949999999999903e+01,2.049136000000000024e+01,2.531922999999999746e+01
4.788227999999999440e+01,9.382130999999999688e+01,4.954226999999999492e+01,2.714253000000000071e+01,1.888841000000000037e+01,1.902135000000000176e+01,5.431696999999999775e+01,3.362277999999999878e+01,1.897578000000000031e+01,1.884662000000000148e+01,1.711449999999999960e+01,3.051558999999999955e+01,2.111049999999999827e+01
6.899809000000000481e+01,8.377425999999999817e+01,4.996010999999999314e+01,4.434593000000000274e+01,1.972786999999999935e+01,1.532921999999999940e+01,3.219075000000000131e+01,3.088788999999999874e+01,2.131944999999999979e+01,1.735380999999999929e+01,2.177526999999999902e+01,3.462556000000000012e+01,2.007732000000000028e+01
9.191061999999999443e+01,3.832528999999999542e+01,6.037557999999999936e+01,6.721289000000000158e+01,1.781722999999999857e+01,2.723752999999999957e+01,7.822475000000000023e+01,2.567633000000000010e+01,2.895442999999999856e+01,1.861111999999999966e+01,2.270589000000000013e+01,5.642515999999999821e+01,1.775262999999999991e+01
8.456810999999999012e+01,6.002228999999999814e+01,3.361137000000000086e+01,6.551876000000000033e+01,1.306911000000000023e+01,5.536539000000000499e+01,7.270933000000000845e+01,2.662217000000000056e+01,2.539522999999999797e+01,2.708935999999999922e+01,3.903941999999999979e+01,3.520671999999999713e+01,1.765766999999999953e+01
8.599257000000000062e+01,3.490285000000000082e+01,2.425946999999999676e+01,3.658561000000000263e+01,1.765009999999999835e+01,1.671187000000000111e+01,4.209725000000000250e+01,3.126773000000000025e+01,3.861023000000000138e+01,2.096997999999999962e+01,3.501680999999999955e+01,1.883141999999999783e+01,1.621043999999999841e+01
7.870704999999999529e+01,3.000657999999999959e+01,6.145433999999999486e+01,1.690939000000000192e+01,1.695496999999999943e+01,1.735002000000000066e+01,5.480702000000000140e+01,3.342526999999999759e+01,2.386445000000000149e+01,2.601438999999999879e+01,2.443421000000000021e+01,2.002035000000000053e+01,1.592176000000000080e+01
5.147563000000000244e+01,4.743028999999999940e+01,5.654289000000000698e+01,1.750954000000000121e+01,1.565967999999999982e+01,1.521526999999999852e+01,1.768808999999999898e+01,4.817483000000000004e+01,5.506149999999999523e+01,4.030812999999999846e+01,1.732722000000000051e+01,1.801094000000000150e+01,1.806031000000000120e+01
4.724032999999999305e+01,2.084081000000000117e+01,4.865341999999999700e+01,1.698915999999999826e+01,1.526843999999999824e+01,1.727404999999999902e+01,4.520439999999999969e+01,5.998812999999999818e+01,6.579982000000001108e+01,6.082762999999999209e+01,2.236783000000000143e+01,1.605471000000000004e+01,1.725122999999999962e+01
7.948953000000000202e+01,6.625941000000000258e+01,6.297375999999999863e+01,1.684861000000000075e+01,1.668146999999999736e+01,1.995577000000000112e+01,4.751006000000000284e+01,3.304538000000000153e+01,3.214894000000000318e+01,2.827447999999999695e+01,4.759742999999999569e+01,1.968987999999999872e+01,1.855790999999999968e+01
7.250790999999999542e+01,6.472861999999999227e+01,3.898243000000000080e+01,2.081042000000000058e+01,1.668146000000000129e+01,5.316600999999999999e+01,3.530928000000000111e+01,3.078146999999999878e+01,3.134366999999999948e+01,2.673986999999999625e+01,2.123965000000000103e+01,4.974354999999999905e+01,1.940878999999999976e+01
